contract_name;ID_duplicate_contract
TokenStripped-2-1;False
StorageProtected-43-17;False
RefundEscrow-58-10;False
RefrigeratedTransportation-71-1;False
RefrigeratedTransportation-28-4;True
TokenProtected-48-1;False
RefrigeratedTransportationProtected-28-13;False
TokenProtected-58-9;False
RefundEscrowProtected-31-4;False
StorageStripped-4-5;False
StorageProtected-31-2;False
RefrigeratedTransportation-45-12;False
RefundEscrowProtected-13-1;False
TokenProtected-33-7;False
RefundEscrowProtected-70-1;False
RefundEscrowProtected-36-1;True
RefrigeratedTransportationProtected-31-1;False
RefundEscrow-58-12;False
RefrigeratedTransportationProtected-69-3;False
RefrigeratedTransportationProtected-25-3;True
Token-2-1;False
RefundEscrowStripped-31-2;False
RefundEscrowProtected-58-13;False
Token-63-2;False
RefrigeratedTransportationProtected-43-7;False
RefundEscrow-64-1;False
Token-58-14;False
RefrigeratedTransportationProtected-58-8;False
WalletProtected-58-1;False
RefundEscrowProtected-31-12;False
RefundEscrowStripped-31-1;False
StorageProtected-36-14;False
Storage-43-2;False
RefundEscrow-58-11;False
TokenProtected-48-3;False
RefundEscrowStripped-31-3;False
StorageProtected-43-20;False
RefrigeratedTransportationProtected-4-4;False
RefundEscrow-13-1;False
RefrigeratedTransportation-58-14;False
RefundEscrowProtected-63-4;False
RefrigeratedTransportation-58-5;False
TokenProtected-43-22;False
TokenProtected-58-5;False
Token-31-3;False
RefrigeratedTransportationProtected-33-14;False
TokenProtected-33-9;False
RefrigeratedTransportationStripped-58-12;False
Token-31-6;False
Token-70-4;False
Token-36-4;True
Token-78-1;True
StorageProtected-43-18;False
TokenProtected-43-21;False
RefrigeratedTransportationProtected-24-4;False
TokenProtected-63-9;False
RefrigeratedTransportationProtected-4-6;False
RefundEscrow-43-3;False
TokenStripped-31-3;False
RefundEscrowProtected-36-9;False
Storage-4-5;False
RefrigeratedTransportationProtected-34-1;False
Storage-36-5;False
RefundEscrowProtected-43-13;False
TokenProtected-4-4;False
Storage-58-1;False
StorageProtected-2-1;False
RefrigeratedTransportationStripped-58-2;False
StorageProtected-36-2;False
RefundEscrowProtected-4-4;False
WalletProtected-58-9;False
Wallet-4-1;False
WalletStripped-24-1;False
Wallet-28-1;False
StorageStripped-4-2;False
RefundEscrow-43-2;False
RefrigeratedTransportationProtected-43-14;False
TokenProtected-43-19;False
RefrigeratedTransportationStripped-58-6;False
Token-33-1;False
Token-66-1;True
RefundEscrow-43-10;False
RefundEscrowProtected-36-15;False
Token-43-1;False
StorageProtected-78-1;False
StorageProtected-36-1;True
RefundEscrow-58-9;False
RefrigeratedTransportationProtected-75-2;False
RefrigeratedTransportationProtected-45-9;True
RefundEscrowProtected-43-12;False
RefrigeratedTransportationStripped-4-7;False
TokenProtected-63-5;False
RefrigeratedTransportation-43-9;False
RefrigeratedTransportation-58-1;False
RefundEscrow-36-3;False
RefundEscrow-70-2;True
RefrigeratedTransportation-58-18;False
Token-64-2;False
RefrigeratedTransportationProtected-33-15;False
RefrigeratedTransportation-45-8;False
RefundEscrowProtected-70-3;False
RefundEscrowProtected-36-8;True
RefundEscrowProtected-2-6;False
RefrigeratedTransportation-43-6;False
RefrigeratedTransportationProtected-24-7;False
RefrigeratedTransportationProtected-4-8;False
Wallet-36-1;False
Wallet-70-1;True
RefrigeratedTransportationProtected-43-15;False
TokenProtected-65-3;False
TokenProtected-34-5;True
TokenProtected-58-17;False
Token-4-2;False
RefundEscrowProtected-43-9;False
StorageProtected-58-15;False
StorageProtected-72-2;False
RefrigeratedTransportation-58-22;False
RefrigeratedTransportationProtected-33-7;False
TokenStripped-43-1;False
RefrigeratedTransportation-58-19;False
StorageProtected-58-16;False
RefrigeratedTransportationProtected-33-13;False
RefrigeratedTransportationProtected-33-16;False
StorageProtected-58-18;False
RefundEscrowProtected-31-14;False
RefundEscrow-36-7;False
Wallet-24-1;False
StorageStripped-4-3;False
StorageProtected-36-4;False
WalletProtected-58-4;False
Wallet-43-2;False
RefundEscrow-58-8;False
RefrigeratedTransportationProtected-58-29;False
StorageProtected-58-4;False
RefundEscrowProtected-58-16;False
TokenStripped-48-1;False
WalletStripped-0-0;False
Storage-72-2;False
TokenStripped-4-2;False
RefundEscrowProtected-2-4;False
TokenStripped-58-2;False
RefrigeratedTransportationProtected-43-4;False
RefrigeratedTransportationStripped-4-2;False
RefundEscrowProtected-31-11;False
RefundEscrowProtected-58-10;False
WalletProtected-31-2;False
RefrigeratedTransportationProtected-24-1;False
RefundEscrowProtected-43-17;False
TokenProtected-58-13;False
RefrigeratedTransportation-24-13;False
RefrigeratedTransportationProtected-33-11;False
WalletProtected-2-1;False
TokenProtected-2-11;False
RefundEscrowProtected-58-27;False
WalletProtected-2-3;False
RefrigeratedTransportationStripped-4-14;False
RefundEscrow-31-3;False
RefrigeratedTransportationProtected-45-4;False
Token-43-3;False
RefrigeratedTransportation-43-3;False
RefundEscrow-43-8;False
StorageProtected-31-1;False
StorageProtected-58-8;False
TokenProtected-13-6;False
RefrigeratedTransportation-28-13;False
TokenProtected-5-2;False
Token-43-12;False
RefrigeratedTransportationProtected-58-22;False
WalletProtected-58-5;False
RefrigeratedTransportationProtected-43-9;False
Token-2-4;False
StorageProtected-43-9;False
RefrigeratedTransportationStripped-58-1;False
RefundEscrow-43-11;False
RefrigeratedTransportationProtected-28-2;False
RefundEscrowProtected-2-2;False
TokenProtected-34-6;False
TokenProtected-73-2;True
Token-64-1;False
RefundEscrowProtected-43-25;False
StorageProtected-36-5;False
StorageProtected-78-2;True
RefrigeratedTransportation-4-1;False
RefundEscrowProtected-58-24;False
RefrigeratedTransportation-43-1;False
TokenProtected-2-8;False
RefrigeratedTransportationProtected-4-16;False
RefrigeratedTransportationProtected-36-1;False
RefundEscrowStripped-4-1;False
Token-58-11;False
RefundEscrowStripped-31-5;False
RefrigeratedTransportationProtected-36-3;False
RefundEscrowProtected-0-0;False
RefrigeratedTransportationProtected-28-8;False
TokenProtected-13-3;False
TokenProtected-64-2;False
RefrigeratedTransportation-4-8;False
TokenProtected-43-4;False
RefrigeratedTransportationProtected-28-6;False
TokenStripped-2-2;False
RefrigeratedTransportationProtected-43-10;False
TokenStripped-4-4;False
RefundEscrowProtected-43-19;False
RefundEscrowProtected-58-4;False
Wallet-11-1;False
RefrigeratedTransportation-43-2;False
RefundEscrow-13-3;False
RefrigeratedTransportation-4-5;False
RefundEscrowProtected-58-18;False
StorageProtected-58-3;False
RefundEscrow-43-14;False
StorageStripped-31-2;False
TokenStripped-31-1;False
Storage-72-1;False
StorageProtected-4-2;False
RefundEscrow-58-3;False
RefrigeratedTransportation-0-0;False
RefrigeratedTransportationProtected-34-3;False
RefundEscrowProtected-43-4;False
RefundEscrowProtected-31-9;False
Token-64-3;False
RefrigeratedTransportationProtected-34-4;False
RefundEscrow-58-7;False
WalletProtected-43-2;False
RefundEscrowProtected-58-17;False
TokenProtected-63-4;False
StorageProtected-36-10;False
RefrigeratedTransportationProtected-58-19;False
RefundEscrowProtected-43-14;False
Token-4-1;False
TokenProtected-33-8;False
TokenProtected-2-2;False
RefrigeratedTransportationStripped-58-8;False
RefrigeratedTransportationStripped-28-3;False
WalletStripped-28-1;False
RefundEscrow-64-2;False
TokenStripped-58-5;False
RefrigeratedTransportationProtected-58-15;False
RefundEscrow-36-5;False
TokenProtected-31-6;False
StorageStripped-4-4;False
StorageProtected-36-6;False
RefrigeratedTransportationProtected-43-13;False
Wallet-58-1;False
RefundEscrow-4-3;False
RefrigeratedTransportationProtected-4-1;False
RefrigeratedTransportation-43-5;False
RefrigeratedTransportationProtected-45-1;False
Token-63-1;False
Storage-43-7;False
RefundEscrowProtected-58-28;False
RefrigeratedTransportationProtected-43-12;False
TokenProtected-33-5;False
TokenStripped-13-1;False
TokenProtected-58-19;False
StorageProtected-58-2;False
RefrigeratedTransportationProtected-28-4;False
RefrigeratedTransportationProtected-71-1;True
RefrigeratedTransportation-4-12;False
RefundEscrow-4-2;False
RefrigeratedTransportationProtected-58-26;False
RefrigeratedTransportation-43-7;False
RefundEscrowStripped-43-4;False
RefundEscrow-31-2;False
RefundEscrowProtected-2-1;False
RefrigeratedTransportationProtected-33-9;False
Wallet-0-0;False
StorageProtected-4-5;False
WalletProtected-36-2;False
RefrigeratedTransportationProtected-4-9;False
RefundEscrowProtected-43-8;False
RefrigeratedTransportationProtected-33-25;False
RefrigeratedTransportationStripped-4-3;False
